# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 596         Eemnes      
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  596,19981103,  101,    0
  596,19981104,  137,    0
  596,19981105,   78,    0
  596,19981106,   52,    0
  596,19981107,    4,    0
  596,19981108,    0,    0
  596,19981109,  170,    0
  596,19981110,    1,    0
  596,19981111,   45,    0
  596,19981112,    1,    0
  596,19981113,   24,    0
  596,19981114,   35,    0
  596,19981115,   14,    0
  596,19981116,    7,    0
  596,19981117,   12,    0
  596,19981118,    1,    0
  596,19981119,    3,    0
  596,19981120,    7,    0
  596,19981121,    0,    0
  596,19981122,    0,    0
  596,19981123,    0,    0
  596,19981124,    0,    0
  596,19981125,    2,  997
  596,19981126,    1,    0
  596,19981127,   54,    0
  596,19981128,    3,    0
  596,19981129,   29,    0
  596,19981130,   29,    0
  596,19981201,    2,    0
  596,19981202,    0,    0
  596,19981203,    0,    0
  596,19981204,   15,  997
  596,19981205,   20,  997
  596,19981206,   15,  997
  596,19981207,    2,  997
  596,19981208,    1,    0
  596,19981209,   25,    0
  596,19981210,   37,    0
  596,19981211,    2,    0
  596,19981212,   24,    0
  596,19981213,  106,    0
  596,19981214,   28,    0
  596,19981215,   10,    0
  596,19981216,  150,    0
  596,19981217,    1,    0
  596,19981218,    4,    0
  596,19981219,   49,    0
  596,19981220,   19,    0
  596,19981221,    2,    0
  596,19981222,    1,    0
  596,19981223,    1,    0
  596,19981224,   44,    0
  596,19981225,   14,    0
  596,19981226,   91,    0
  596,19981227,   64,    0
  596,19981228,   39,    0
  596,19981229,   18,    0
  596,19981230,    1,    0
  596,19981231,    0,    0
  596,19990101,    0,    0
  596,19990102,    0,    0
  596,19990103,   87,    0
  596,19990104,   93,    0
  596,19990105,   22,    0
  596,19990106,    0,    0
  596,19990107,    9,    0
  596,19990108,   41,    0
